id	UNIPROT	geneLength
4105	P31785	1110
4106	P31930	1443
4107	P31937	1011
4108	P31939	1779
4109	P31941	600
4110	P31942	1041
4111	P31943	1350
4112	P31944	729
4113	P31946	741
4114	P31947	747
4115	P31948	1632
4116	P31949	318
4117	P31994	933
4118	P31995	972
4119	P31997	1050
4120	P32004	3774
4121	P32019	2982
4122	P32119	597
4123	P32121	1230
4124	P32189	1680
4125	P32238	1287
4126	P32239	1344
4127	P32241	1374
4128	P32242	1065
4129	P32243	870
4130	P32245	999
4131	P32246	1068
4132	P32248	1137
4133	P32249	1086
4134	P32297	1518
4135	P32298	1737
4136	P32302	1119
4137	P32314	1296
4138	P32320	441
4139	P32321	537
4140	P32322	960
4141	P32418	2922
4142	P32455	1779
4143	P32456	1776
4144	P32519	1860
4145	P32745	1257
4146	P32754	1182
4147	P32780	1647
4148	P32856	867
4149	P32926	3000
4150	P32927	2694
4151	P32929	1218
4152	P32942	1644
4153	P32969	579
4154	P32971	705
4155	P33032	978
4156	P33076	3393
4157	P33121	2097
4158	P33151	2355
4159	P33176	2892
4160	P33240	1734
4161	P33241	1020
4162	P33260	1473
4163	P33316	759
4164	P33402	2199
4165	P33527	4596
4166	P33552	240
4167	P33681	867
4168	P33763	279
4169	P33764	306
4170	P33778	381
4171	P33897	2238
4172	P33947	639
4173	P33981	2574
4174	P33991	2592
4175	P33992	2205
4176	P33993	2160
4177	P34059	1569
4178	P34130	633
4179	P34741	606
4180	P34810	1065
4181	P34820	1209
4182	P34896	1452
4183	P34897	1515
4184	P34903	1479
4185	P34913	1668
4186	P34925	1824
4187	P34931	1926
4188	P34932	2523
4189	P34947	1773
4190	P34949	1272
4191	P34969	1440
4192	P34972	1083
4193	P34982	939
4194	P34998	1335
4195	P35030	915
4196	P35052	1677
4197	P35070	537
4198	P35080	423
4199	P35125	4221
4200	P35212	1002
4201	P35219	873
4202	P35221	2721
4203	P35222	2346
4204	P35225	441
4205	P35226	981
4206	P35227	1035
4207	P35228	3462
4208	P35232	819
4209	P35236	1083
4210	P35237	1131
4211	P35240	1788
4212	P35241	1752
4213	P35243	603
4214	P35244	366
4215	P35247	1128
4216	P35249	1092
4217	P35250	1065
4218	P35251	3447
4219	P35268	387
4220	P35269	1554
4221	P35270	786
4222	P35321	270
4223	P35326	219
4224	P35348	1401
4225	P35354	1815
4226	P35367	1464
4227	P35368	1563
4228	P35372	1203
4229	P35398	1572
4230	P35408	1467
4231	P35452	813
4232	P35453	1032
4233	P35462	1203
4234	P35475	1962
4235	P35498	6030
4236	P35499	5511
4237	P35503	1605
4238	P35520	1656
4239	P35523	2967
4240	P35527	1872
4241	P35542	393
4242	P35544	225
4243	P35548	804
4244	P35555	8616
4245	P35556	8739
4246	P35557	1398
4247	P35558	1869
4248	P35568	3729
4249	P35573	4599
4250	P35575	1074
4251	P35579	5883
4252	P35580	5931
4253	P35590	3417
4254	P35606	2721
4255	P35609	2685
4256	P35610	1653
4257	P35611	2214
4258	P35613	1158
4259	P35625	636
4260	P35626	2067
4261	P35637	1581
4262	P35638	510
4263	P35658	6273
4264	P35659	1128
4265	P35670	4398
4266	P35680	1674
4267	P35711	2292
4268	P35712	2487
4269	P35713	1155
4270	P35716	1326
4271	P35749	5919
4272	P35754	321
4273	P35790	1374
4274	P35813	1149
4275	P35869	2547
4276	P35900	1275
4277	P35908	1920
4278	P35913	2565
4279	P35914	978
4280	P35916	4092
4281	P35968	4071
4282	P35998	1302
4283	P36222	1152
4284	P36382	1077
4285	P36383	1191
4286	P36402	1155
4287	P36404	555
4288	P36405	549
4289	P36406	1725
4290	P36507	1203
4291	P36508	1713
4292	P36537	1587
4293	P36542	897
4294	P36543	681
4295	P36544	1509
4296	P36551	1365
4297	P36575	1167
4298	P36578	1284
4299	P36639	594
4300	P36776	2880
4301	P36871	1689
4302	P36873	972
4303	P36888	2982
4304	P36894	1599
4305	P36896	1518
4306	P36897	1512
4307	P36915	1824
4308	P36941	1308
4309	P36952	1128
4310	P36954	378
4311	P36955	1257
4312	P36956	3444
4313	P36957	1362
4314	P36959	1038
4315	P36969	594
4316	P37023	1512
4317	P37058	933
4318	P37088	2010
4319	P37108	411
4320	P37173	1704
4321	P37198	1569
4322	P37231	1518
4323	P37235	582
4324	P37268	1254
4325	P37275	3375
4326	P37802	600
4327	P37837	1014
4328	P37840	423
4329	P38117	768
4330	P38159	1176
4331	P38398	5592
4332	P38405	1146
4333	P38432	1731
4334	P38435	2277
4335	P38484	1014
4336	P38570	3540
4337	P38606	1854
4338	P38646	2040
4339	P38919	1236
4340	P38935	2982
4341	P38936	495
4342	P39019	438
4343	P39023	1212
4344	P39059	4167
4345	P39060	5265
4346	P39210	531
4347	P39656	1371
4348	P39687	750
4349	P39748	1143
4350	P39880	4518
4351	P39900	1413
4352	P39905	636
4353	P40121	1047
4354	P40123	1434
4355	P40145	3756
4356	P40189	2757
4357	P40197	1683
4358	P40198	759
4359	P40199	1035
4360	P40222	1641
4361	P40225	1062
4362	P40227	1596
4363	P40238	1908
4364	P40259	690
4365	P40261	795
4366	P40305	369
4367	P40306	822
4368	P40313	795
4369	P40337	642
4370	P40424	1293
4371	P40425	1293
4372	P40426	1305
4373	P40429	612
4374	P40616	546
4375	P40617	603
4376	P40692	2271
4377	P40763	2313
4378	P40818	3357
4379	P40855	900
4380	P40879	2295
4381	P40925	1005
4382	P40926	1017
4383	P40933	489
4384	P40937	1023
4385	P40938	1071
4386	P40939	2292
4387	P40967	1986
4388	P41002	2361
4389	P41091	1419
4390	P41134	468
4391	P41143	1119
4392	P41145	1143
4393	P41146	1113
4394	P41159	504
4395	P41161	1533
4396	P41162	1539
4397	P41180	3237
4398	P41181	816
4399	P41182	2121
4400	P41208	519
4401	P41212	1359
4402	P41214	1755
4403	P41217	837
4404	P41218	1224
4405	P41219	1413
4406	P41220	636
4407	P41221	1143
4408	P41222	573
4409	P41223	435
4410	P41225	1341
4411	P41226	3039
4412	P41227	708
4413	P41229	4683
4414	P41231	1134
4415	P41235	1425
4416	P41236	618
4417	P41238	711
4418	P41240	1353
4419	P41250	2220
4420	P41252	3789
4421	P41271	546
4422	P41279	1404
4423	P41440	1776
4424	P41567	342
4425	P41586	1407
4426	P41587	1317
4427	P41594	3639
4428	P41595	1446
4429	P41597	1125
4430	P41732	750
4431	P41743	1791
4432	P41968	972
4433	P41970	1224
4434	P42025	1131
4435	P42081	990
4436	P42126	909
4437	P42166	2085
4438	P42167	1365
4439	P42224	2253
4440	P42226	2544
4441	P42229	2385
4442	P42261	2721
4443	P42262	2652
4444	P42263	2685
4445	P42285	3129
4446	P42330	972
4447	P42331	1938
4448	P42336	3207
4449	P42338	3213
4450	P42345	7650
4451	P42356	6309
4452	P42357	1974
4453	P42566	2691
4454	P42568	1707
4455	P42574	834
4456	P42575	1359
4457	P42658	2598
4458	P42677	255
4459	P42679	1524
4460	P42680	1896
4461	P42681	1584
4462	P42684	3549
4463	P42685	1518
4464	P42694	5829
4465	P42695	4497
4466	P42696	1293
4467	P42701	1989
4468	P42702	3294
4469	P42704	4185
4470	P42765	1194
4471	P42766	372
4472	P42768	1509
4473	P42771	471
4474	P42772	417
4475	P42773	507
4476	P42785	1491
4477	P42830	345
4478	P42857	558
4479	P42858	9429
4480	P42892	2313
4481	P42898	1971
4482	P43003	1629
4483	P43004	1725
4484	P43005	1575
4485	P43007	1599
4486	P43026	1506
4487	P43034	1233
4488	P43080	606
4489	P43116	1077
4490	P43121	1941
4491	P43146	4344
4492	P43155	1881
4493	P43220	1392
4494	P43235	990
4495	P43243	2544
4496	P43246	2805
4497	P43250	1731
4498	P43251	1632
4499	P43268	1455
4500	P43304	2184
4501	P43307	861
4502	P43308	552
4503	P43320	618
4504	P43351	1257
4505	P43353	1407
4506	P43354	1797
4507	P43355	930
4508	P43356	945
4509	P43357	945
4510	P43358	954
4511	P43360	945
4512	P43361	957
4513	P43362	948
4514	P43363	1110
4515	P43364	1290
4516	P43365	945
4517	P43366	1044
4518	P43378	1782
4519	P43403	1860
4520	P43405	1908
4521	P43487	606
4522	P43489	834
4523	P43490	1476
4524	P43626	1047
4525	P43627	1047
4526	P43628	1026
4527	P43629	1335
4528	P43630	1368
4529	P43632	915
4530	P43657	1035
4531	P43681	1884
4532	P43686	1257
4533	P43694	1329
4534	P43699	1116
4535	P43897	978
4536	P45378	810
4537	P45379	897
4538	P45381	942
4539	P45844	2037
4540	P45877	639
4541	P45880	885
4542	P45954	1299
4543	P45973	576
4544	P45974	2577
4545	P45983	1284
4546	P45984	1275
4547	P45985	1200
4548	P46013	9771
4549	P46019	3708
4550	P46020	3672
4551	P46060	1764
4552	P46063	1950
4553	P46087	2439
4554	P46089	993
4555	P46092	1089
4556	P46094	1002
4557	P46098	1437
4558	P46100	7479
4559	P46108	915
4560	P46109	912
4561	P46199	2184
4562	P46379	3399
4563	P46439	657
4564	P46459	2235
4565	P46527	597
4566	P46531	7668
4567	P46597	1038
4568	P46695	471
4569	P46734	1044
4570	P46736	951
4571	P46776	447
4572	P46777	894
4573	P46778	483
4574	P46779	414
4575	P46781	585
4576	P46782	615
4577	P46783	498
4578	P46821	7407
4579	P46926	870
4580	P46934	3960
4581	P46937	1515
4582	P46939	10302
4583	P46940	4974
4584	P46952	861
4585	P46976	1053
4586	P46977	2118
4587	P47224	372
4588	P47710	558
4589	P47712	2250
4590	P47736	1992
4591	P47755	861
4592	P47756	834
4593	P47775	1005
4594	P47804	876
4595	P47813	435
4596	P47869	1356
4597	P47871	1434
4598	P47872	1323
4599	P47881	948
4600	P47884	936
4601	P47893	966
4602	P47897	2328
4603	P47900	1122
4604	P47902	798
4605	P47914	480
4606	P47928	486
4607	P47929	411
4608	P47972	1296
4609	P47974	1485
4610	P47985	825
4611	P47989	4002
4612	P47992	345
4613	P48023	846
4614	P48029	1908
4615	P48039	1053
4616	P48047	642
4617	P48050	1338
4618	P48058	2709
4619	P48059	978
4620	P48061	282
4621	P48065	1845
4622	P48067	2121
4623	P48145	987
4624	P48146	1002
4625	P48147	2133
4626	P48163	1719
4627	P48169	1665
4628	P48200	2892
4629	P48201	429
4630	P48230	609
4631	P48304	501
4632	P48307	708
4633	P48357	3498
4634	P48378	2172
4635	P48380	2250
4636	P48382	1851
4637	P48426	1221
4638	P48431	954
4639	P48436	1530
4640	P48443	1392
4641	P48444	1536
4642	P48449	2199
4643	P48454	1539
4644	P48506	1914
4645	P48507	825
4646	P48509	762
4647	P48539	189
4648	P48546	1401
4649	P48547	1536
4650	P48549	1506
4651	P48551	1548
4652	P48552	3477
4653	P48553	3780
4654	P48556	1053
4655	P48594	1173
4656	P48595	1194
4657	P48634	6474
4658	P48637	1425
4659	P48643	1626
4660	P48645	525
4661	P48651	1422
4662	P48664	1695
4663	P48668	1695
4664	P48681	4866
4665	P48723	1416
4666	P48728	1212
4667	P48729	1014
4668	P48730	1248
4669	P48735	1359
4670	P48736	3309
4671	P48739	816
4672	P48740	2100
4673	P48741	1104
4674	P48742	1221
4675	P48745	1074
4676	P48764	2505
4677	P48775	1221
4678	P48788	549
4679	P48960	2508
4680	P48995	2382
4681	P49005	1410
4682	P49006	588
4683	P49023	1776
4684	P49069	891
4685	P49116	1791
4686	P49137	1203
4687	P49146	1146
4688	P49189	1485
4689	P49190	1653
4690	P49207	354
4691	P49221	2055
4692	P49238	1068
4693	P49247	936
4694	P49257	1533
4695	P49281	1707
4696	P49286	1089
4697	P49321	2367
4698	P49327	7536
4699	P49336	1395
4700	P49354	1140
4701	P49356	1314
4702	P49366	1110
4703	P49368	1638
4704	P49406	879
4705	P49407	1257
4706	P49411	1359
4707	P49418	2088
4708	P49419	1620
4709	P49427	711
4710	P49441	1200
4711	P49447	756
4712	P49448	1677
4713	P49450	423
4714	P49450	423
4715	P49454	9345
4716	P49458	261
4717	P49459	459
4718	P49585	1104
4719	P49588	2907
4720	P49589	2247
4721	P49590	1521
4722	P49591	1545
4723	P49593	1365
4724	P49619	2376
4725	P49638	837
4726	P49639	1008
4727	P49641	3453
4728	P49642	1263
4729	P49643	1530
4730	P49662	1134
4731	P49674	1251
4732	P49675	858
4733	P49682	1107
4734	P49683	1113
4735	P49703	606
4736	P49711	2184
4737	P49715	1077
4738	P49716	810
4739	P49716	810
4740	P49720	618
4741	P49721	606
4742	P49736	2715
4743	P49747	2274
4744	P49748	1968
4745	P49750	6441
4746	P49753	1452
4747	P49754	2565
4748	P49755	660
4749	P49756	2532
4750	P49757	1956
4751	P49758	1419
4752	P49759	1455
4753	P49760	1500
4754	P49761	1917
4755	P49763	666
4756	P49765	624
4757	P49767	1260
4758	P49768	1404
4759	P49770	1056
4760	P49771	708
4761	P49773	381
4762	P49789	444
4763	P49790	4428
4764	P49792	9675
4765	P49795	654
4766	P49796	3597
4767	P49798	618
4768	P49802	1488
4769	P49810	1347
4770	P49815	5424
4771	P49821	1395
4772	P49840	1452
4773	P49841	1263
4774	P49842	1107
4775	P49848	2034
4776	P49862	762
4777	P49863	795
4778	P49868	1674
4779	P49888	885
4780	P49901	351
4781	P49902	1686
4782	P49903	1179
4783	P49908	1146
4784	P49910	1458
4785	P49913	513
4786	P49914	612
4787	P49915	2082
4788	P49916	3030
4789	P49917	2736
4790	P49918	951
4791	P49959	2127
4792	P49961	1533
4793	P50052	1092
4794	P50053	897
4795	P50120	405
4796	P50135	879
4797	P50148	1080
4798	P50150	228
4799	P50151	207
4800	P50213	1101
4801	P50221	765
4802	P50222	915
4803	P50225	888
4804	P50226	888
4805	P50238	234
4806	P50281	1749
4807	P50336	1434
4808	P50395	1338
4809	P50402	765
4810	P50406	1323
4811	P50416	2322
4812	P50440	1272
4813	P50453	1131
4814	P50454	1257
4815	P50458	1221
4816	P50461	585
4817	P50479	993
4818	P50502	1110
4819	P50539	687
4820	P50542	1920
4821	P50548	1647
4822	P50549	1434
4823	P50552	1143
4824	P50553	711
4825	P50570	2613
4826	P50579	1437
4827	P50583	444
4828	P50591	846
4829	P50613	1041
4830	P50616	1038
4831	P50747	2181
4832	P50748	6630
4833	P50749	981
4834	P50750	1119
4835	P50851	8592
4836	P50876	879
4837	P50895	1887
4838	P50897	921
4839	P50914	648
4840	P50990	1647
4841	P50991	1620
4842	P50993	3063
4843	P50995	1518
4844	P51003	2238
4845	P51114	1866
4846	P51116	2022
4847	P51124	774
4848	P51148	651
4849	P51149	624
4850	P51151	606
4851	P51153	612
4852	P51157	666
4853	P51159	666
4854	P51164	876
4855	P51168	1923
4856	P51170	1950
4857	P51172	2409
4858	P51178	2271
4859	P51397	309
4860	P51398	1197
4861	P51449	1557
4862	P51451	1518
4863	P51452	558
4864	P51460	396
4865	P51504	822
4866	P51511	2010
4867	P51513	1524
4868	P51522	1551
4869	P51530	3183
4870	P51531	4773
4871	P51532	4944
4872	P51553	1182
4873	P51570	1179
4874	P51571	522
4875	P51572	741
4876	P51575	1200
4877	P51582	1098
4878	P51587	10257
4879	P51589	1509
4880	P51606	1284
4881	P51608	1461
4882	P51610	6108
4883	P51617	2139
4884	P51636	489
4885	P51648	1458
4886	P51649	1608
4887	P51654	1743
4888	P51659	2211
4889	P51665	975
4890	P51668	444
4891	P51671	294
4892	P51674	837
4893	P51677	1068
4894	P51679	1083
4895	P51681	1059
4896	P51687	1638
4897	P51690	1770
4898	P51692	2364
4899	P51693	1953
4900	P51784	2892
4901	P51787	2031
4902	P51788	2697
4903	P51790	2457
4904	P51795	2451
4905	P51797	2610
4906	P51798	2418
4907	P51800	2064
4908	P51805	5616
4909	P51808	351
4910	P51809	663
4911	P51810	1215
4912	P51811	1335
4913	P51812	2223
4914	P51813	2028
4915	P51814	2466
4916	P51816	3936
4917	P51817	1077
4918	P51825	3633
4919	P51826	3681
4920	P51828	3243
4921	P51841	3327
4922	P51843	1413
4923	P51858	723
4924	P51861	789
4925	P51878	1305
4926	P51884	1017
4927	P51888	1149
4928	P51911	894
4929	P51946	972
4930	P51948	930
4931	P51955	1338
4932	P51956	1521
4933	P51957	2526
4934	P51959	888
4935	P51965	582
4936	P51970	519
4937	P51991	1137
4938	P52179	5058
4939	P52209	1452
4940	P52272	2193
4941	P52292	1590
4942	P52294	1617
4943	P52298	471
4944	P52306	1824
4945	P52333	3375
4946	P52429	1704
4947	P52434	453
4948	P52435	354
4949	P52564	1005
4950	P52565	615
4951	P52566	606
4952	P52569	1977
4953	P52594	1689
4954	P52597	1248
4955	P52630	2556
4956	P52655	1131
4957	P52657	330
4958	P52701	4083
4959	P52732	3171
4960	P52735	2637
4961	P52736	1965
4962	P52737	1623
4963	P52738	1374
4964	P52739	1872
4965	P52742	1977
4966	P52744	789
4967	P52746	5064
4968	P52747	1917
4969	P52756	2448
4970	P52757	1407
4971	P52758	414
4972	P52788	1101
4973	P52789	2754
4974	P52790	2772
4975	P52797	717
4976	P52798	606
4977	P52799	1002
4978	P52803	687
4979	P52815	597
4980	P52823	744
4981	P52824	2829
4982	P52888	2070
4983	P52895	972
4984	P52907	861
4985	P52926	330
4986	P52943	627
4987	P52945	852
4988	P52948	5454
4989	P52952	975
4990	P53004	891
4991	P53007	936
4992	P53041	1500
4993	P53350	1812
4994	P53355	4293
4995	P53365	1026
4996	P53367	1122
4997	P53370	951
4998	P53384	963
4999	P53396	3306
5000	P53420	5073
5001	P53539	1017
5002	P53567	453
5003	P53582	1161
5004	P53597	1041
5005	P53602	1203
5006	P53609	1134
5007	P53611	996
5008	P53618	2862
5009	P53621	3675
5010	P53634	1392
5011	P53667	1944
5012	P53671	1917
5013	P53672	594
5014	P53673	591
5015	P53674	759
5016	P53675	4923
5017	P53677	1257
5018	P53680	429
5019	P53701	807
5020	P53778	1104
5021	P53779	1395
5022	P53794	2157
5023	P53801	543
5024	P53803	177
5025	P53804	6078
5026	P53805	759
5027	P53814	2754
5028	P53816	489
5029	P53985	1503
5030	P53990	1095
5031	P53992	3285
5032	P53999	384
5033	P54098	3720
5034	P54105	714
5035	P54132	4254
5036	P54136	1983
5037	P54198	3054
5038	P54252	1086
5039	P54253	2448
5040	P54257	2016
5041	P54259	3573
5042	P54274	1320
5043	P54277	2799
5044	P54278	2589
5045	P54284	1455
5046	P54289	3312
5047	P54296	4398
5048	P54315	1404
5049	P54368	687
5050	P54577	1587
5051	P54578	1485
5052	P54619	996
5053	P54646	1659
5054	P54652	1920
5055	P54687	1161
5056	P54707	3120
5057	P54709	840
5058	P54710	201
5059	P54725	1092
5060	P54727	1230
5061	P54750	1608
5062	P54753	2997
5063	P54756	3114
5064	P54760	2964
5065	P54762	2955
5066	P54764	2961
5067	P54792	2013
5068	P54793	1773
5069	P54803	2058
5070	P54819	720
5071	P54821	738
5072	P54826	1038
5073	P54829	1698
5074	P54840	2112
5075	P54845	714
5076	P54849	474
5077	P54851	504
5078	P54852	492
5079	P54868	1527
5080	P54886	2388
5081	P54920	888
5082	P54922	1074
5083	P55000	312
5084	P55001	552
5085	P55008	444
5086	P55010	1296
5087	P55011	3639
5088	P55036	1134
5089	P55039	1095
5090	P55040	891
5091	P55042	927
5092	P55055	1383
5093	P55058	1482
5094	P55060	2916
5095	P55061	714
5096	P55064	798
5097	P55072	2421
5098	P55073	915
5099	P55075	702
5100	P55081	1320
5101	P55082	1089
5102	P55083	768
5103	P55084	1425
5104	P55085	1194
5105	P55087	972
5106	P55107	1437
5107	P55145	549
5108	P55160	3384
5109	P55196	5475
5110	P55197	3207
5111	P55198	3282
5112	P55199	1866
5113	P55201	3645
5114	P55209	1176
5115	P55210	912
5116	P55211	1251
5117	P55212	882
5118	P55259	1614
5119	P55263	1089
5120	P55265	3681
5121	P55268	5397
5122	P55273	501
5123	P55283	2751
5124	P55285	2373
5125	P55286	2400
5126	P55287	2391
5127	P55289	2385
5128	P55290	2142
5129	P55291	2445
5130	P55316	1470
5131	P55317	1419
5132	P55318	1053
5133	P55327	675
5134	P55345	1302
5135	P55347	1311
5136	P55735	969
5137	P55769	387
5138	P55771	1026
5139	P55774	270
5140	P55786	2760
5141	P55789	618
5142	P55795	1350
5143	P55809	1563
5144	P55822	720
5145	P55851	930
5146	P55854	312
5147	P55884	2445
5148	P55899	1098
5149	P55957	588
5150	P56134	285
5151	P56159	1398
5152	P56177	768
5153	P56178	870
5154	P56179	528
5155	P56180	1656
5156	P56181	327
5157	P56182	1386
5158	P56192	2703
5159	P56199	3540
5160	P56202	1131
5161	P56211	339
5162	P56270	1434
5163	P56277	207
5164	P56278	324
5165	P56279	345
5166	P56282	1584
5167	P56377	474
5168	P56381	156
5169	P56385	210
5170	P56470	972
5171	P56524	3255
5172	P56537	738
5173	P56539	456
5174	P56545	1338
5175	P56556	387
5176	P56557	477
5177	P56559	579
5178	P56589	1122
5179	P56597	639
5180	P56645	3606
5181	P56693	1401
5182	P56703	1068
5183	P56704	1059
5184	P56705	1056
5185	P56706	1050
5186	P56730	2628
5187	P56746	687
5188	P56747	663
5189	P56748	678
5190	P56749	735
5191	P56817	1506
5192	P56851	444
5193	P56856	786
5194	P56937	1026
5195	P56945	2613
5196	P56962	909
5197	P56975	2163
5198	P57052	846
5199	P57053	381
5200	P57055	573
5201	P57058	2145
5202	P57059	2352
5203	P57060	960
5204	P57071	4524
5205	P57073	1341
5206	P57075	1986
5207	P57076	873
5208	P57077	429
5209	P57078	2499
5210	P57081	1239
5211	P57082	1638
5212	P57086	540
5213	P57087	897
5214	P57088	744
5215	P57105	438
5216	P57678	3177
5217	P57682	1038
5218	P57721	1116
5219	P57723	1212
5220	P57727	1365
5221	P57730	273
5222	P57735	642
5223	P57737	2778
5224	P57738	312
5225	P57739	693
5226	P57740	2778
5227	P57764	1455
5228	P57768	1035
5229	P57771	543
5230	P57772	1791
5231	P57775	1239
5232	P57789	1617
5233	P57796	828
5234	P58004	1443
5235	P58005	1479
5236	P58012	1131
5237	P58062	258
5238	P58107	15267
5239	P58166	1053
5240	P58215	2262
5241	P58304	1086
5242	P58317	1173
5243	P58335	1470
5244	P58340	807
5245	P58397	4785
5246	P58401	2001
5247	P58499	708
5248	P58505	969
5249	P58511	177
5250	P58546	357
5251	P58549	243
5252	P58557	504
5253	P58753	666
5254	P58876	381
5255	P59022	264
5256	P59037	234
5257	P59046	3186
5258	P59047	3603
5259	P59052	438
5260	P59190	639
5261	P59510	5733
5262	P59536	924
5263	P59542	900
5264	P59665	285
5265	P59768	216
5266	P59780	582
5267	P59797	1041
5268	P59817	1629
5269	P59826	1431
5270	P59861	213
5271	P59901	1500
5272	P59910	951
5273	P59942	360
5274	P59990	291
5275	P59991	441
5276	P59998	507
5277	P60002	252
5278	P60006	366
5279	P60014	756
5280	P60022	207
5281	P60033	711
5282	P60059	207
5283	P60174	750
5284	P60201	834
5285	P60228	1338
5286	P60321	417
5287	P60328	291
5288	P60329	339
5289	P60370	816
5290	P60371	1098
5291	P60372	1206
5292	P60409	1113
5293	P60410	780
5294	P60411	879
5295	P60412	897
5296	P60468	291
5297	P60484	1212
5298	P60510	924
5299	P60520	354
5300	P60568	462
5301	P60602	240
5302	P60604	498
5303	P60660	456
5304	P60709	1128
5305	P60763	579
5306	P60827	759
5307	P60842	1221
5308	P60866	360
5309	P60880	621
5310	P60891	957
5311	P60896	213
5312	P60900	741
5313	P60903	294
5314	P60953	576
5315	P60981	498
5316	P60983	429
5317	P61006	624
5318	P61009	543
5319	P61011	1515
5320	P61018	642
5321	P61019	639
5322	P61020	648
5323	P61024	240
5324	P61026	603
5325	P61073	1059
5326	P61077	444
5327	P61081	552
5328	P61086	603
5329	P61088	459
5330	P61106	648
5331	P61158	1257
5332	P61160	1185
5333	P61163	1131
5334	P61165	240
5335	P61201	1332
5336	P61204	546
5337	P61218	384
5338	P61221	1800
5339	P61224	555
5340	P61225	552
5341	P61236	360
5342	P61244	483
5343	P61247	795
5344	P61254	438
5345	P61266	867
5346	P61289	765
5347	P61296	654
5348	P61313	615
5349	P61326	441
5350	P61328	732
5351	P61353	411
5352	P61371	1050
5353	P61421	1056
5354	P61457	315
5355	P61513	279
5356	P61586	582
5357	P61587	735
5358	P61599	537
5359	P61601	582
5360	P61604	309
5361	P61619	1431
5362	P61626	447
5363	P61758	594
5364	P61764	1785
5365	P61769	360
5366	P61803	342
5367	P61812	1245
5368	P61916	456
5369	P61923	534
5370	P61925	231
5371	P61927	294
5372	P61952	222
5373	P61956	288
5374	P61960	258
5375	P61962	1029
5376	P61964	1005
5377	P61966	477
5378	P61968	498
5379	P61970	384
5380	P61978	1392
5381	P61981	744
5382	P62068	1101
5383	P62070	615
5384	P62072	273
5385	P62079	807
5386	P62081	585
5387	P62136	993
5388	P62140	984
5389	P62166	573
5390	P62191	1323
5391	P62195	1221
5392	P62241	627
5393	P62244	393
5394	P62249	441
5395	P62253	513
5396	P62256	552
5397	P62258	768
5398	P62263	456
5399	P62266	432
5400	P62269	459
5401	P62273	171
5402	P62277	456
5403	P62280	477
5404	P62304	279
5405	P62306	261
5406	P62308	231
5407	P62310	309
5408	P62312	243
5409	P62314	360
5410	P62316	357
5411	P62318	381
5412	P62324	516
5413	P62328	135
5414	P62330	528
5415	P62333	1170
5416	P62341	588
5417	P62380	561
5418	P62424	801
5419	P62487	519
5420	P62491	651
5421	P62495	1314
5422	P62508	1377
5423	P62633	534
5424	P62699	366
5425	P62701	792
5426	P62714	930
5427	P62736	1134
5428	P62745	591
5429	P62750	471
5430	P62753	750
5431	P62760	576
5432	P62805	312
5433	P62807	381
5434	P62820	618
5435	P62826	651
5436	P62829	423
5437	P62834	555
5438	P62837	444
5439	P62841	438
5440	P62847	402
5441	P62851	378
5442	P62854	348
5443	P62857	210
5444	P62861	180
5445	P62873	1023
5446	P62873	1023
5447	P62875	204
5448	P62877	327
5449	P62879	1023
5450	P62888	348
5451	P62891	156
5452	P62899	378
5453	P62906	654
5454	P62910	408
5455	P62913	537
5456	P62917	774
5457	P62937	498
5458	P62942	327
5459	P62945	78
5460	P62952	264
5461	P62979	471
5462	P62987	387
5463	P62993	654
5464	P62995	867
5465	P63000	579
5466	P63010	2814
5467	P63027	351
5468	P63092	1185
5469	P63096	1065
5470	P63096	1065
5471	P63098	513
5472	P63104	738
5473	P63146	459
5474	P63151	1344
5475	P63162	723
5476	P63165	306
5477	P63167	270
5478	P63172	342
5479	P63173	213
5480	P63208	492
5481	P63211	225
5482	P63215	228
5483	P63218	207
5484	P63220	252
5485	P63241	465
5486	P63244	954
5487	P63252	1284
5488	P63261	1128
5489	P63267	1131
5490	P63272	354
5491	P63279	477
5492	P63313	135
5493	P63316	486
5494	P67775	930
5495	P67809	975
5496	P67812	540
5497	P67870	648
5498	P67936	747
5499	P68032	1134
5500	P68036	465
5501	P68104	1389
5502	P68106	327
5503	P68133	1134
5504	P68363	1356
5505	P68366	1347
5506	P68371	1338
5507	P68400	1176
5508	P68402	690
5509	P68431	411
5510	P68543	780
5511	P68871	444
5512	P69849	3669
5513	P69891	444
5514	P69892	444
5515	P69905	429
5516	P78310	1098
5517	P78312	3798
5518	P78314	1686
5519	P78316	2574
5520	P78317	573
5521	P78318	1020
5522	P78324	1515
5523	P78325	2475
5524	P78329	1563
5525	P78330	678
5526	P78332	3372
5527	P78333	1719
5528	P78337	945
5529	P78344	2724
5530	P78345	852
5531	P78346	807
5532	P78347	2997
5533	P78348	1587
5534	P78352	2175
5535	P78356	1251
5536	P78357	4155
5537	P78358	543
5538	P78362	2067
5539	P78364	3015
5540	P78367	1002
5541	P78368	1248
5542	P78371	1608
5543	P78380	822
5544	P78381	1191
5545	P78382	1014
5546	P78383	969
5547	P78385	1482
5548	P78386	1524
5549	P78395	1530
5550	P78396	1398
5551	P78406	1107
5552	P78412	1341
5553	P78413	1560
5554	P78415	1506
5555	P78417	726
5556	P78423	1194
5557	P78424	2076
5558	P78426	1104
5559	P78504	3657
5560	P78508	1140
5561	P78524	3414
5562	P78527	12387
