UniprotKB	GeneSymbol	GC3	T2	Conections
O14818	PSMA7	61.8473895582329	26.9076305220884	51
O14827	RASGRF2	53.5541195476575	28.2714054927302	2
O14828	SCAMP3	64.0804597701149	28.735632183908	17
O14829	PPEF1	44.1896024464832	29.3577981651376	49
O14830	PPEF2	49.0582959641256	23.0493273542601	1
O14832	PHYH	56.9321533923304	28.9085545722714	9
O14836	TNFRSF13B	70.7482993197279	18.7074829931973	11
O14841	OPLAH	81.4584949573313	28.0837858805275	5
O14862	AIM2	40.9883720930233	31.1046511627907	110
O14863	SLC30A4	44.4186046511628	33.7209302325581	7
O14867	BACH1	38.9416553595658	22.6594301221167	29
O14874	BCKDK	74.818401937046	29.7820823244552	11
O14879	IFIT3	46.0285132382892	23.0142566191446	50
O14880	MGST3	54.2483660130719	30.718954248366	7
O14893	GEMIN2	38.4341637010676	26.6903914590747	29
O14896	IRF6	64.3162393162393	27.1367521367521	3
O14901	KLF11	59.6491228070175	23.7816764132554	10
O14904	WNT9A	84.1530054644809	20.7650273224044	4
O14905	WNT9B	60.5664488017429	12.636165577342	4
O14907	TAX1BP3	73.6	29.6	5
O14908	GIPC1	82.6347305389222	27.8443113772455	25
O14910	LIN7A	44.8717948717949	26.9230769230769	28
O14917	PCDH17	73.5344827586207	25.1724137931034	7
O14920	IKBKB	68.560105680317	27.8731836195509	86
O14921	RGS13	44.7204968944099	24.223602484472	1
O14924	RGS12	66.9198895027624	22.7900552486188	5
O14925	TIMM23	43.3333333333333	27.6190476190476	15
O14929	HAT1	35	30.2380952380952	29
O14931	NCR3	63.8613861386139	30.6930693069307	9
O14933	UBE2L6	75.974025974026	31.1688311688312	27
O14936	CASK	42.4078091106291	27.6572668112798	52
O14939	PLD2	70.6638115631692	28.2655246252677	5
O14944	EREG	36.6300366300366	31.9413919413919	2
O14948	TFEC	34.1954022988506	24.4252873563218	7
O14949	UQCRQ	63.855421686747	30.1204819277108	12
O14950	MYL12B	54.3352601156069	26.0115606936416	24
O14957	UQCR11	80.7017543859649	29.8245614035088	1
O14958	CASQ2	51.25	30.75	2
O14960	LECT2	42.7631578947368	24.3421052631579	2
O14964	HGS	82.0051413881748	20.694087403599	222
O14965	AURKA	38.8613861386139	24.5049504950495	121
O14966	RAB29	66.6666666666667	27.4509803921569	8
O14967	CLGN	27.0049099836334	24.5499181669394	6
O14972	DSCR3	63.4228187919463	33.8926174496644	6
O14974	PPP1R12A	31.2318137730359	17.458777885548	48
O14975	SLC27A2	51.8518518518518	30.9178743961353	7
O14976	GAK	75	23.8567073170732	80
O14977	AZIN1	34.2984409799555	30.7349665924276	8
O14978	ZNF263	60.672514619883	19.8830409356725	18
O14979	HNRNPDL	46.7933491686461	16.8646080760095	27
O14980	XPO1	32.9291044776119	34.7014925373134	59
O14981	BTAF1	34.1081081081081	30.8648648648649	14
O14983	ATP2A1	77.0459081836327	31.6367265469062	5
O14986	PIP5K1B	43.992606284658	27.3567467652495	2
O14990	PPP1R2P9	54.679802955665	16.256157635468	2
O15013	ARHGEF10	62.5278810408922	26.0223048327138	2
O15014	ZNF609	56.4835164835165	16.4835164835165	9
O15015	ZNF646	67.8668848881615	15.3300600109111	9
O15018	PDZD2	58.4507042253521	20.5985915492958	2
O15020	SPTBN2	77.7917189460477	23.6721037222919	19
O15021	MAST4	58.1930184804928	19.3839835728953	2
O15031	PLXNB2	86.7862969004894	27.3518216421968	8
O15033	AREL1	54.3689320388349	30.0970873786408	3
O15034	RIMBP2	69.9905033238367	23.7416904083571	4
O15037	KHNYN	67.0103092783505	22.9749631811487	1
O15040	TECPR2	64.0934844192635	25.1416430594901	5
O15041	SEMA3E	44.0721649484536	26.2886597938144	1
O15042	U2SURP	29.3203883495146	20.2912621359223	21
O15047	SETD1A	70.96018735363	16.8032786885246	17
O15049	N4BP3	78.1651376146789	19.0825688073394	21
O15050	TRANK1	58.8278388278388	27.7655677655678	1
O15054	KDM6B	68.75	17.9761904761905	5
O15055	PER2	66.8789808917197	21.656050955414	9
O15056	SYNJ2	63.4602538410154	25.8517034068136	11
O15060	ZBTB39	66.7601683029453	25.5259467040673	11
O15061	SYNM	62.6436781609195	20.9450830140485	8
O15062	ZBTB5	55.0147492625369	24.3362831858407	11
O15063	KIAA0355	59.9439775910364	22.2222222222222	4
O15066	KIF3B	56.1497326203209	24.0641711229947	15
O15067	PFAS	67.9611650485437	26.6616878267364	20
O15068	MCF2L	80.1065719360568	25.3996447602131	6
O15069	NACAD	65.1982378854625	19.2573945877911	9
O15072	ADAMTS3	43.4494195688226	21.9734660033167	1
O15075	DCLK1	57.1232876712329	26.4383561643836	71
O15078	CEP290	29.3951612903226	26.3709677419355	109
O15079	SNPH	80.4040404040404	20.2020202020202	1
O15083	ERC2	53.3402922755741	23.0688935281837	3
O15084	ANKRD28	34.5351043643264	26.4705882352941	93
O15085	ARHGEF11	62.7051871306632	23.5062376887722	16
O15090	ZNF536	77.9400461183705	21.5987701767871	3
O15091	KIAA0391	40.4109589041096	28.5958904109589	4
O15105	SMAD7	77.0491803278689	22.0140515222482	33
O15111	CHUK	39.142091152815	29.7587131367292	65
O15116	LSM1	44.7761194029851	33.5820895522388	23
O15117	FYB	39.5408163265306	17.3469387755102	21
O15118	NPC1	57.7795152462862	33.5418295543393	4
O15119	TBX3	74.5967741935484	22.7150537634409	15
O15120	AGPAT2	89.6057347670251	35.4838709677419	7
O15121	DEGS1	47.8395061728395	34.5679012345679	15
O15123	ANGPT2	50.9054325955734	26.1569416498994	7
O15126	SCAMP1	32.7433628318584	30.0884955752212	17
O15127	SCAMP2	70.9090909090909	31.8181818181818	8
O15130	NPFF	64.9122807017544	21.9298245614035	1
O15131	KPNA5	26.2962962962963	30	11
O15143	ARPC1B	83.1099195710456	24.9329758713137	24
O15144	ARPC2	56.8106312292359	29.2358803986711	27
O15145	ARPC3	43.5754189944134	25.6983240223464	53
O15146	MUSK	54.1379310344828	29.1954022988506	4
O15151	MDM4	37.8818737270876	23.2179226069246	34
O15155	BET1	35.2941176470588	31.0924369747899	24
O15156	ZBTB7B	70.1851851851852	19.0740740740741	22
O15160	POLR1C	55.3314121037464	31.4121037463977	110
O15162	PLSCR1	34.1692789968652	25.705329153605	104
O15164	TRIM24	43.767840152236	23.4062797335871	24
O15165	LDLRAD4	73.9413680781759	24.1042345276873	2
O15169	AXIN1	75.7821552723059	19.6987253765933	104
O15173	PGRMC2	62.9032258064516	20.9677419354839	12
O15178	T	74.3119266055046	21.5596330275229	1
O15182	CETN3	27.9761904761905	29.7619047619048	13
O15194	CTDSPL	65.7039711191336	31.4079422382672	6
O15195	VILL	77.0014556040757	25.6186317321689	1
O15197	EPHB6	70.4071499503476	25.124131082423	19
O15198	SMAD9	64.7435897435898	23.5042735042735	100
O15205	UBD	58.433734939759	30.1204819277108	5
O15209	ZBTB22	63.4645669291339	21.8897637795276	16
O15211	RGL2	62.0822622107969	24.4215938303342	17
O15212	PFDN6	60	25.3846153846154	24
O15213	WDR46	62.6841243862521	23.8952536824877	4
O15217	GSTA4	51.1210762331839	35.8744394618834	7
O15226	NKRF	37.9160636758321	22.4312590448625	22
O15228	GNPAT	42.4375917767988	35.2422907488987	6
O15230	LAMA5	81.5476190476191	22.4025974025974	9
O15231	ZNF185	61.0709117221418	16.3531114327062	6
O15232	MATN3	57.0841889117043	21.5605749486653	5
O15234	CASC3	46.5909090909091	14.4886363636364	29
O15235	MRPS12	79.8561151079137	24.4604316546763	10
O15239	NDUFA1	57.7464788732394	32.3943661971831	4
O15240	VGF	76.984126984127	17.989417989418	2
O15243	LEPROT	45.4545454545455	40.1515151515151	1
O15244	SLC22A2	61.1510791366906	35.9712230215827	8
O15245	SLC22A1	74.054054054054	36.3963963963964	1
O15247	CLIC2	44.3548387096774	27.4193548387097	1
O15254	ACOX3	66.1911554921541	29.9572039942939	1
O15255	RTL8C	64.2857142857143	18.5714285714286	2
O15258	RER1	63.9593908629442	35.5329949238579	12
O15259	NPHP1	37.5170532060027	27.6944065484311	74
O15260	SURF4	78.8888888888889	41.4814814814815	27
O15264	MAPK13	81.4207650273224	29.7814207650273	89
O15265	ATXN7	54.3113101903695	18.4770436730123	56
O15266	SHOX	81.5699658703072	22.8668941979522	7
O15269	SPTLC1	40.9282700421941	31.0126582278481	23
O15270	SPTLC2	49.0230905861456	28.7744227353464	6
O15273	TCAP	82.1428571428571	23.8095238095238	31
O15287	FANCG	60.5136436597111	27.76886035313	42
O15294	OGT	41.738299904489	27.6981852913085	74
O15296	ALOX15B	75.9231905465288	29.0989660265879	3
O15297	PPM1D	50.1650165016502	24.4224422442244	40
O15304	SIVA1	78.9473684210526	23.1578947368421	15
O15305	PMM2	51.0121457489879	29.1497975708502	4
O15315	RAD51B	40.5194805194805	30.9090909090909	13
O15318	POLR3G	28.4444444444444	16.4444444444444	3
O15320	CTAGE5	29.4409937888199	23.4782608695652	14
O15321	TM9SF1	62.7450980392157	32.9656862745098	6
O15327	INPP4B	44.3243243243243	29.5135135135135	1
O15344	MID1	61.6766467065868	26.0479041916168	39
O15347	HMGB3	52.2388059701493	15.9203980099502	8
O15350	TP73	83.8304552590267	23.0769230769231	37
O15353	FOXN1	71.8027734976887	21.4175654853621	38
O15354	GPR37	64.0065146579804	27.8501628664495	1
O15355	PPM1G	56.8555758683729	19.7440585009141	55
O15357	INPPL1	73.9475774424146	24.7815726767276	24
O15360	FANCA	63.0494505494505	31.043956043956	29
O15370	SOX12	88.2911392405063	15.1898734177215	3
O15371	EIF3D	63.3879781420765	23.6794171220401	51
O15372	EIF3H	49.5750708215297	27.1954674220963	56
O15374	SLC16A4	42.6229508196721	35.655737704918	1
O15375	SLC16A5	78.8537549407115	35.5731225296443	2
O15379	HDAC3	63.8694638694639	27.7389277389277	83
O15381	NVL	38.7397899649942	27.5379229871645	16
O15382	BCAT2	79.1348600508906	32.3155216284987	3
O15389	SIGLEC5	71.9202898550725	25	2
O15391	YY2	66.2198391420911	22.2520107238606	2
O15392	BIRC5	66.4335664335664	22.3776223776224	21
O15393	TMPRSS2	66.7342799188641	23.3265720081136	57
O15394	NCAM2	37.1121718377088	26.3723150357995	4
O15397	IPO8	39.5953757225434	32.8516377649326	41
O15399	GRIN2D	86.8362004487659	24.0837696335079	2
O15400	STX7	42.7480916030534	26.7175572519084	21
O15403	SLC16A6	50.5725190839695	37.7862595419847	5
O15405	TOX3	59.0987868284229	22.1837088388215	3
O15409	FOXP2	44.7476125511596	23.1923601637108	16
O15417	TNRC18	82.2710622710623	18.9010989010989	7
O15427	SLC16A3	87.3390557939914	37.9828326180258	10
O15428	PIN1P1	69.3069306930693	14.8514851485149	1
O15431	SLC31A1	57.5916230366492	36.6492146596859	2
O15438	ABCC3	74.738219895288	34.5549738219895	1
O15439	ABCC4	46.4555052790347	34.2383107088989	1
O15440	ABCC5	61.8915159944367	32.6842837273992	7
O15442	MPPED1	81.6666666666667	27.2222222222222	4
O15446	CD3EAP	65.1663405088063	17.6125244618395	8
O15455	TLR3	43.7569060773481	34.585635359116	9
O15457	MSH4	30.6296691568837	28.068303094984	3
O15460	P4HA2	59.3283582089552	26.1194029850746	17
O15466	ST8SIA5	84.6153846153846	31.5649867374005	1
O15467	CCL16	65.2892561983471	30.5785123966942	1
O15479	MAGEB2	55625	22.8125	45
O15481	MAGEB4	57.6368876080692	22.478386167147	25
O15482	TEX28P2	73.7226277372263	25.7907542579075	5
O15484	CAPN5	81.4352574102964	25.2730109204368	1
O15488	GYG2	64.1434262948207	26.2948207171315	3
O15492	RGS16	70.935960591133	22.6600985221675	15
O15496	PLA2G10	67.4698795180723	25.9036144578313	48
O15498	YKT6	58.2914572864322	29.1457286432161	6
O15503	INSIG1	65.4676258992806	30.5755395683453	6
O15504	NUPL2	31.6037735849057	21.9339622641509	13
O15511	ARPC5	57.8947368421053	26.3157894736842	22
O15514	POLR2D	52.4475524475524	26.5734265734266	15
O15516	CLOCK	34.9468713105077	25.1475796930342	40
O15519	CFLAR	55.0935550935551	31.8087318087318	39
O15520	FGF10	59.8086124401914	24.8803827751196	5
O15523	DDX3Y	33.1316187594554	23.4493192133132	4
O15524	SOCS1	87.7358490566038	24.5283018867925	13
O15525	MAFG	90.1840490797546	23.3128834355828	17
O15527	OGG1	67.3410404624277	23.9884393063584	3
O15530	PDPK1	59.245960502693	26.032315978456	57
O15533	TAPBP	68.3741648106904	25.6124721603563	4
O15534	PER1	69.8683191324555	19.2873741285825	5
O15535	ZSCAN9	50.379746835443	22.5316455696203	14
O15537	RS1	70.6666666666667	24.4444444444444	4
O15539	RGS5	61.5384615384615	28.021978021978	2
O15540	FABP7	47.3684210526316	30.0751879699248	1
O15541	RNF113A	61.046511627907	17.7325581395349	12
O15544	LINC01565	64	27.3333333333333	10
O15547	P2RX6	73.0769230769231	25.5656108597285	1
O15550	KDM6A	39.4436519258203	23.1098430813124	17
O15551	CLDN3	94.5701357466063	32.579185520362	2
O15552	FFAR2	78.5498489425982	38.368580060423	2
O15553	MEFV	69.5652173913043	22.1227621483376	7
O15554	KCNN4	81.0747663551402	34.8130841121495	4
O43143	DHX15	37.4371859296482	26.8844221105528	63
O43147	SGSM2	77.3584905660377	26.1171797418074	14
O43148	RNMT	32.7044025157233	24.3186582809224	7
O43149	ZZEF1	59.0479405806887	28.2916948008103	9
O43150	ASAP2	60.4766633565045	23.9324726911619	16
O43151	TET3	70.9910913140312	19.5991091314031	21
O43155	FLRT2	62.4810892586989	30.1059001512859	3
O43156	TTI1	51.9266055045872	33.5779816513761	20
O43157	PLXNB1	71.2078651685393	25.936329588015	17
O43159	RRP8	58.2056892778993	20.7877461706783	9
O43164	PJA2	30.0423131170663	18.4767277856135	19
O43166	SIPA1L1	54.016620498615	22.4930747922438	83
O43167	ZBTB24	49.5702005730659	21.919770773639	59
O43169	CYB5B	51.7006802721088	23.1292517006803	14
O43172	PRPF4	50.8604206500956	23.9005736137667	83
O43173	ST8SIA3	51.4435695538058	31.496062992126	2
O43175	PHGDH	68.7265917602996	30.1498127340824	34
O43181	NDUFS4	46.0227272727273	24.4318181818182	26
O43184	ADAM12	57.6923076923077	23.7362637362637	27
O43186	CRX	75.3333333333333	18.6666666666667	95
O43187	IRAK2	68.6900958466454	26.3578274760383	30
O43189	PHF1	61.2676056338028	21.4788732394366	68
O43194	GPR39	82.3788546255507	33.4801762114537	1
O43196	MSH5	62.2754491017964	33.1736526946108	5
O43236	SEPT4	63.0480167014614	24.8434237995825	7
O43237	DYNC1LI2	51.3184584178499	25.3549695740365	10
O43240	KLK10	76.8953068592058	25.2707581227437	2
O43242	PSMD3	71.588785046729	27.1028037383178	47
O43247	TEX33	70.4626334519573	16.7259786476868	10
O43248	HOXC11	80.655737704918	18.3606557377049	4
O43251	RBFOX2	45.7800511508951	19.1815856777494	51
O43252	PAPSS1	43.52	27.36	8
O43255	SIAH2	71.6923076923077	23.6923076923077	20
O43257	ZNHIT1	71.6129032258065	19.3548387096774	32
O43261	DLEU1	44.3037974683544	30.379746835443	19
O43264	ZW10	44.2307692307692	31.1538461538462	25
O43278	SPINT1	78.3018867924528	23.0188679245283	7
O43281	EFS	66.5480427046263	20.1067615658363	28
O43283	MAP3K13	52.1199586349535	21.5098241985522	5
O43290	SART1	80.5243445692884	20.0998751560549	29
O43291	SPINT2	75.4940711462451	26.0869565217391	1
O43292	GPAA1	78.6173633440515	35.048231511254	11
O43293	DAPK3	91.6483516483516	27.4725274725275	32
O43294	TGFB1I1	73.9325842696629	20.4494382022472	12
O43295	SRGAP3	71.7272727272727	25.3636363636364	15
O43296	ZNF264	54.7770700636943	20.7006369426752	15
O43298	ZBTB43	57.0512820512821	23.0769230769231	30
O43299	AP5Z1	86.1386138613861	31.0643564356436	6
O43301	HSPA12A	70.1183431952663	28.1065088757396	7
O43303	CCP110	31.3919052319842	25.8637709772952	51
O43304	SEC14L5	81.7790530846485	27.403156384505	1
O43306	ADCY6	76.1334473909324	31.8220701454234	7
O43307	ARHGEF9	66.1508704061896	28.0464216634429	4
O43309	ZSCAN12	45.1239669421488	18.6776859504132	25
O43310	CTIF	80.1335559265442	22.0367278797997	7
O43312	MTSS1	61.6402116402116	20.2380952380952	6
O43313	ATMIN	49.7572815533981	23.6650485436893	2
O43314	PPIP5K2	28.6173633440514	25.4823151125402	15
O43318	MAP3K7	41.0214168039539	23.3937397034596	77
O43320	FGF16	70.6730769230769	26.4423076923077	6
O43323	DHH	78.0856423173803	27.7078085642317	2
O43324	EEF1E1	42.2857142857143	28.5714285714286	12
O43325	LYRM1	45.5284552845528	26.0162601626016	1
O43347	MSI1	73.8292011019284	25.068870523416	6
O43353	RIPK2	37.5231053604436	27.5415896487985	55
O43365	HOXA3	77.027027027027	13.5135135135135	6
O43374	RASA4	86.5671641791045	27.7363184079602	4
O43379	WDR62	46.9879518072289	16.6772352568167	46
O43390	HNRNPR	39.4321766561514	19.4006309148265	41
O43395	PRPF3	48.3918128654971	24.2690058479532	69
O43396	TXNL1	34.8275862068965	27.5862068965517	8
O43399	TPD52L2	63.768115942029	22.2222222222222	12
O43402	EMC8	75.8293838862559	25.5924170616114	11
O43405	COCH	43.1941923774955	29.5825771324864	3
O43414	ERI3	61.5384615384615	28.698224852071	3
O43422	THAP12	39.501312335958	29.6587926509186	7
O43423	ANP32C	53.6170212765957	22.9787234042553	4
O43426	SYNJ1	35.3426395939086	25.761421319797	14
O43427	FIBP	77.5342465753425	33.1506849315069	10
O43432	EIF4G3	41.9924337957125	24.7793190416141	13
O43439	CBFA2T2	53.2231404958678	21.3223140495868	31
O43447	PPIH	51.685393258427	32.0224719101124	28
O43448	KCNAB3	62.7160493827161	24.6913580246914	1
O43463	SUV39H1	76.5133171912833	24.2130750605327	137
O43464	HTRA2	60.1307189542484	27.6688453159041	15
O43474	KLF4	75.6435643564356	18.8118811881188	10
O43482	OIP5	57.8260869565217	27.8260869565217	131
O43488	AKR7A2	80.2777777777778	24.1666666666667	20
O43490	PROM1	45.6120092378753	32.5635103926097	2
O43491	EPB41L2	46.8190854870775	22.3658051689861	15
O43493	TGOLN2	59.2515592515593	14.5530145530146	19
O43497	CACNA1G	79.1841883936081	29.4365012615643	2
O43502	RAD51C	36.3395225464191	31.0344827586207	13
O43504	LAMTOR5	51.0869565217391	29.3478260869565	58
O43505	B4GAT1	82.6923076923077	29.0865384615385	2
O43508	TNFSF12	74	26.4	6
O43513	MED7	34.1880341880342	29.0598290598291	16
O43516	WIPF1	48.8095238095238	12.8968253968254	23
O43520	ATP8B1	50.1597444089457	30.111821086262	2
O43521	BCL2L11	50.251256281407	20.6030150753769	40
O43524	FOXO3	73.2937685459941	20.7715133531157	43
O43525	KCNQ3	55.8974358974359	20	1
O43526	KCNQ2	86.0252004581902	24.5131729667812	2
O43529	CHST10	62.7450980392157	33.0532212885154	1
O43541	SMAD6	88.3299798792757	20.523138832998	13
O43542	XRCC3	76.657060518732	29.6829971181556	133
O43543	XRCC2	34.5195729537367	30.9608540925267	10
O43548	TGM5	68.7933425797503	28.0166435506241	3
O43556	SGCE	44.7488584474886	28.0821917808219	3
O43557	TNFSF14	77.5933609958506	30.7053941908714	24
O43559	FRS3	73.4279918864097	19.8782961460446	77
O43561	LAT	66.5399239543726	20.1520912547529	33
O43566	RGS14	78.3068783068783	24.8677248677249	16
O43567	RNF13	34.5549738219895	30.3664921465969	11
O43570	CA12	71.2676056338028	27.887323943662	10
O43572	AKAP10	42.684766214178	25.6410256410256	1
O43581	SYT7	85.8910891089109	27.2277227722772	1
O43583	DENR	29.1457286432161	21.608040201005	5
O43586	PSTPIP1	81.0551558752998	21.8225419664269	81
O43592	XPOT	36.7601246105919	34.4755970924195	21
O43593	HR	71.2605042016807	20.2521008403361	24
O43597	SPRY2	59.8101265822785	17.7215189873418	80
O43598	DNPH1	76.5714285714286	24.5714285714286	8
O43602	DCX	58.7431693989071	22.4043715846995	25
O43603	GALR2	90.2061855670103	32.7319587628866	1
O43609	SPRY1	50.9375	18.4375	75
O43610	SPRY3	58.1314878892734	20.0692041522491	27
O43612	HCRT	84.8484848484848	23.4848484848485	1
O43615	TIMM44	76.158940397351	27.1523178807947	6
O43617	TRAPPC3	59.1160220994475	32.0441988950276	22
O43623	SNAI2	55.0185873605948	20.4460966542751	3
O43633	CHMP2A	68.1614349775785	28.6995515695067	26
O43638	FOXS1	72.2054380664652	19.9395770392749	69
O43639	NCK2	89.238845144357	23.0971128608924	131
O43653	PSCA	84.6774193548387	29.0322580645161	1
O43657	TSPAN6	42.2764227642276	34.9593495934959	3
O43660	PLRG1	33.9805825242718	23.495145631068	17
O43663	PRC1	51.207729468599	25.6038647342995	17
O43665	RGS10	57.4712643678161	25.2873563218391	3
O43670	ZNF207	29.4363256784969	20.0417536534447	26
O43674	NDUFB5	39.4736842105263	30.5263157894737	13
O43676	NDUFB3	34.3434343434343	23.2323232323232	8
O43678	NDUFA2	66	26	39
O43679	LDB2	59.6256684491979	23.2620320855615	24
O43680	TCF21	85	22.2222222222222	6
O43681	ASNA1	80.8022922636103	32.378223495702	18
O43683	BUB1	39.134438305709	26.7034990791897	81
O43684	BUB3	51.9756838905775	24.6200607902736	49
O43687	AKAP7	56.1904761904762	18.0952380952381	7
O43688	PLPP2	78.8927335640138	32.5259515570934	6
O43699	SIGLEC6	68.6230248306998	26.6365688487585	4
O43704	SULT1B1	37.7104377104377	28.956228956229	4
O43707	ACTN4	86.7324561403509	25.7675438596491	66
O43708	GSTZ1	69.5852534562212	30.4147465437788	11
O43709	BUD23	63.1205673758865	25.531914893617	6
O43711	TLX3	85.6164383561644	21.5753424657534	61
O43715	TRIAP1	67.5324675324675	20.7792207792208	2
O43716	GATC	68.6131386861314	28.4671532846715	7
O43719	HTATSF1	39.4179894179894	16.9312169312169	17
O43734	TRAF3IP2	53.9130434782609	23.4782608695652	13
O43736	ITM2A	51.8939393939394	32.9545454545455	2
O43739	CYTH3	66.5	27.75	8
O43741	PRKAB2	57.1428571428571	26.3736263736264	140
O43745	CHP2	69.0355329949239	29.4416243654822	2
O43747	AP1G1	41.9198055893074	31.2272174969623	15
O43752	STX6	57.421875	30.46875	19
O43759	SYNGR1	90.6382978723404	26.8085106382979	6
O43760	SYNGR2	84.8888888888889	29.3333333333333	3
O43761	SYNGR3	94.3478260869565	29.1304347826087	2
O43763	TLX2	82.8070175438597	21.4035087719298	2
O43765	SGTA	81.2101910828026	23.2484076433121	177
O43768	ENSA	61.4754098360656	17.2131147540984	12
O43772	SLC25A20	58.9403973509934	32.4503311258278	4
O43776	NARS	46.8123861566485	27.5045537340619	12
O43781	DYRK3	47.8777589134126	26.4855687606112	5
O43790	KRT86	86.2422997946612	24.0246406570842	42
O43791	SPOP	53.0666666666667	28.8	23
O43795	MYO1B	48.0211081794195	28.4960422163588	45
O43805	SSNA1	87.5	20.8333333333333	20
O43808	SLC25A17	45.7792207792208	37.3376623376623	3
O43809	NUDT21	47.8070175438597	30.2631578947368	93
O43812	DUX1	67.2514619883041	19.8830409356725	6
O43813	LANCL1	49.25	27	8
O43815	STRN	42.6376440460947	23.8156209987196	57
O43818	RRP9	72.4789915966387	23.3193277310924	4
O43819	SCO2	74.5318352059925	26.2172284644195	11
O43820	HYAL3	67.7033492822967	23.6842105263158	4
O43822	C21orf2	84.0466926070039	24.9027237354086	17
O43823	AKAP8	65.6565656565657	16.4502164502165	45
O43824	GTPBP6	84.9009900990099	31.1881188118812	1
O43825	B3GALT2	36.1702127659575	26.7139479905437	1
O43826	SLC37A4	70	34.6511627906977	2
O43827	ANGPTL7	74.6397694524496	24.207492795389	1
O43829	ZBTB14	49.1111111111111	22.8888888888889	44
O43837	IDH3B	67.0984455958549	29.7927461139896	19
O43847	NRDC	43.7011294526499	28.0625543006082	14
O43852	CALU	50.6172839506173	24.3827160493827	35
O43854	EDIL3	41.5800415800416	22.4532224532225	1
O43865	AHCYL1	58.3804143126177	26.5536723163842	28
O43868	SLC28A2	57.6631259484067	35.660091047041	1
O43889	CREB3	60.8585858585859	28.5353535353535	161
O43896	KIF1C	70.1086956521739	22.0108695652174	67
O43900	PRICKLE3	70.2922077922078	17.5324675324675	18
O43903	GAS2	47.4522292993631	26.1146496815287	1
O43909	EXTL3	71.7391304347826	30.1086956521739	8
O43913	ORC5	34.6330275229358	32.7981651376147	27
O43914	TYROBP	71.9298245614035	29.8245614035088	10
O43915	VEGFD	49.8591549295775	21.9718309859155	1
O43916	CHST1	93.4466019417476	27.9126213592233	2
O43918	AIRE	78.3882783882784	20.8791208791209	31
O43920	NDUFS5	50.4672897196262	21.4953271028037	51
O43921	EFNA2	92.9906542056075	23.8317757009346	2
O43924	PDE6D	52.317880794702	31.7880794701987	16
O43927	CXCL13	46.3636363636364	37.2727272727273	1
O43929	ORC4	32.9519450800915	34.5537757437071	29
O43930	PRKY	79.136690647482	29.4964028776978	1
O43933	PEX1	34.9688473520249	29.7507788161994	5
O60216	RAD21	37.8164556962025	26.4240506329114	26
O60218	AKR1B10	62.4605678233439	29.0220820189274	3
O60220	TIMM8A	64.2857142857143	26.530612244898	12
O60224	SSX4B	55.026455026455	21.6931216931217	4
O60225	SSX5	53.4391534391534	20.6349206349206	4
O60229	KALRN	67.7556215528214	27.2380144251167	13
O60231	DHX16	65.5470249520153	25.4318618042226	16
O60232	SSSCA1	67.5	21	38
O60234	GMFG	67.1328671328671	31.4685314685315	3
O60235	TMPRSS11D	35.0835322195704	27.6849642004773	2
O60237	PPP1R12B	50.8646998982706	18.2095625635809	10
O60238	BNIP3L	56.3636363636364	22.7272727272727	35
O60239	SH3BP5	67.7631578947368	20.8333333333333	9
O60241	ADGRB2	77.5730622617535	24.2058449809403	4
O60242	ADGRB3	41.8910045961917	27.4458305975049	2
O60243	HS6ST1	94.9029126213592	25.4854368932039	2
O60244	MED14	41.0996563573883	29.2096219931272	32
O60245	PCDH7	72.803738317757	26.6355140186916	14
O60248	SOX15	80.7692307692308	14.5299145299145	2
O60256	PRPSAP2	53.7837837837838	33.2432432432432	12
O60258	FGF17	86.6359447004608	22.1198156682028	2
O60259	KLK8	64.7509578544061	21.0727969348659	9
O60260	PRKN	61.3935969868173	22.4105461393597	34
O60262	GNG7	66.6666666666667	27.536231884058	6
O60264	SMARCA5	37.037037037037	26.2108262108262	46
O60266	ADCY3	80.8733624454148	33.1877729257642	1
O60268	KIAA0513	76.9417475728155	20.3883495145631	2
O60269	GPRIN2	70.1298701298701	18.6147186147186	8
O60271	SPAG9	40.695915279879	24.4326777609682	35
O60281	ZNF292	43.985743985744	36.9468369468369	7
O60282	KIF5C	61.482254697286	25.0521920668058	11
O60285	NUAK1	69.3353474320242	24.0181268882175	11
O60287	URB1	61.5085967831392	31.1702717692734	11
O60287	URB1	67.2527472527473	32.8937728937729	11
O60290	ZNF862	71.8803418803419	27.3504273504274	3
O60291	MGRN1	78.8426763110307	24.4122965641953	13
O60292	SIPA1L3	81.2008978675645	20.3703703703704	20
O60293	ZFC3H1	32.8937728937729	21.1721611721612	24
O60294	LCMT2	59.6797671033479	27.6564774381368	4
O60299	LZTS3	80.0955414012739	17.6751592356688	5
O60303	KIAA0556	65.348980852378	23.0389129092032	5
O60306	AQR	38.3580080753701	30.4172274562584	21
O60307	MAST3	69.3129770992366	24.3256997455471	105
O60308	CEP104	50.2159827213823	25.5939524838013	72
O60313	OPA1	35.4838709677419	28.1997918834547	13
O60315	ZEB2	49.1358024691358	20.5761316872428	21
O60318	MCM3AP	58.1019687026754	26.7036850075719	25
O60331	PIP5K1C	85.5007473841554	23.3183856502242	2
O60333	KIF1B	52.1188772702257	26.1970280682444	45
O60336	MAPKBP1	64.2244224422442	23.1683168316832	56
O60337	MARCH6	42.8100987925357	37.211855104281	6
O60341	KDM1A	46.1801596351197	24.515393386545	305
